gene_symbol,s_het,s_het_lower95,s_het_upper95,NFE_s_het,NFE_s_het_lower95,NFE_s_het_upper95,rank,quintile,decile,U,N,NFE_N,n,NFE_n
SLC22A13,0.003778076,0.0027,0.00529,0.00371,0,0,13978,5,9,1.06E-06,115339.3733,62773.1111,34,17
PARVB,0.003775742,0.0027,0.00528,0.00371,0,0,13979,5,9,1.05E-06,116363.3421,65383.6471,34,14
ZNF234,0.003775643,0.00282,0.00506,0.00372,0,0,13980,5,9,1.42E-06,115288.7749,66508.2105,45,19
SPATA32,0.003772957,0.00255,0.00558,0.00368,0,0,13981,5,9,7.70E-07,114457.0144,62475.25,25,22
TTC21A,0.003772856,0.00311,0.00459,.,.,.,13982,5,9,3.15E-06,116636.4494,66615.3333,100,76
CATSPERG,0.003771146,0.00305,0.00467,.,.,.,13983,5,9,2.99E-06,102640.8745,60597.2727,84,66
TMIGD2,0.00377085,0.00238,0.00597,0.00364,0,0,13984,5,9,5.67E-07,111829.3428,64459.3333,18,3
SALL3,0.003768738,0.0027,0.00527,0.0037,0,0,13985,5,9,1.36E-06,89666.73009,61743.5,34,16
TOR3A,0.003767851,0.00248,0.00572,0.00366,0,0,13986,5,9,7.60E-07,100925.4603,51730.1818,22,21
ADIPOQ,0.003766129,0.00219,0.00646,0.00358,0,0,13987,5,9,3.86E-07,115270.069,66511.4286,13,1
GLB1L3,0.003763509,0.00293,0.00485,0.00373,0,0,13988,5,9,2.17E-06,99508.80908,55648,60,18
KIAA1430,0.003763072,0.00254,0.00556,0.00367,0,0,13989,5,9,8.75E-07,100445.2113,54502.4,25,24
RPAIN,0.003762185,0.0023,0.00613,0.00361,0,0,13990,5,9,5.26E-07,105952.9662,64900.5,16,12
C3orf18,0.003761832,0.00178,0.00781,0.00342,0,0,13991,5,9,2.56E-07,85431.98039,66514.6667,7,2
ENDOD1,0.00376156,0.00256,0.00552,0.00367,0,0,13992,5,9,8.32E-07,110112.9815,56746.6667,26,22
APOBEC3G,0.003760279,0.0027,0.00524,0.00369,0,0,13993,5,9,1.11E-06,112994.1402,61712.5455,35,24
IP6K3,0.003759851,0.00256,0.00552,0.00367,0,0,13994,5,9,8.04E-07,113893.5217,64269,26,22
ARVCF,0.003759068,0.00288,0.00492,0.00372,0,0,13995,5,9,2.00E-06,94678.19552,59951.7143,53,23
MPEG1,0.003757947,0.00274,0.00516,0.0037,0,0,13996,5,9,1.14E-06,119839.2716,66614.2857,38,18
SLC6A6,0.003756478,0.00278,0.00508,0.0037,0,0,13997,5,9,1.38E-06,109846.034,66220,42,1
AVIL,0.003752885,0.00303,0.00465,0.00373,0,0,13998,5,9,2.61E-06,117000.4571,66550.1818,84,21
PPAPDC1B,0.003750816,0.00226,0.00621,0.00359,0,0,13999,5,9,5.91E-07,87655.18615,56357.5556,15,8
USP29,0.003747982,0.00269,0.00522,0.00368,0,0,14000,5,9,1.04E-06,120191.4219,66619.625,35,8
PDE3B,0.003747377,0.003,0.0047,.,.,.,14001,5,9,2.62E-06,104935.886,58703.8182,76,63
POLI,0.003746303,0.00269,0.00522,0.00368,0,0,14002,5,9,1.36E-06,91868.4585,50566.6667,35,14
GGTLC2,0.003746288,0.00213,0.00657,0.00355,0,0,14003,5,9,3.67E-07,110353.9739,65760,12,8
KIAA1614,0.003745883,0.00294,0.00479,0.00371,0,0,14004,5,9,2.15E-06,106915.6547,63680.4,64,43
SERPINI2,0.003745586,0.00257,0.00546,0.00366,0,0,14005,5,9,8.38E-07,113307.8113,64225.6667,27,8
SPP2,0.003743307,0.00236,0.00593,0.00361,0,0,14006,5,9,5.21E-07,120777.4662,66620.4444,18,9
C21orf58,0.003739679,0.00249,0.00562,0.00364,0,0,14007,5,9,1.00E-06,79836.7988,52092.5,23,7
CAPN5,0.003739285,0.00287,0.00488,0.0037,0,0,14008,5,9,1.86E-06,103256.3641,59090.5714,54,33
SLC18B1,0.003738917,0.00272,0.00514,0.00368,0,0,14009,5,9,1.21E-06,112316.4008,66103.6,38,15
STAT6,0.003738398,0.00299,0.00468,0.00371,0,0,14010,5,9,2.44E-06,112399.1705,62724,76,33
TPH1,0.003737941,0.00272,0.00514,0.00368,0,0,14011,5,9,1.19E-06,114173.3112,65834.6,38,17
P2RX4,0.003736305,0.00261,0.00534,0.00366,0,0,14012,5,9,9.81E-07,107966,61289.8462,30,15
CTSF,0.003734298,0.00278,0.00502,0.00368,0,0,14013,5,9,1.41E-06,112152.6681,64814.2,44,12
PPIL6,0.003733686,0.00256,0.00544,0.00365,0,0,14014,5,9,9.51E-07,99512.52761,60166.8,27,12
FAM161A,0.00373155,0.00287,0.00486,0.00369,0,0,14015,5,9,1.97E-06,99174.86532,62652.4706,55,40
FBXO27,0.003727363,0.00261,0.00533,0.00365,0,0,14016,5,9,1.00E-06,105650.713,65210.8333,30,13
MUL1,0.00372641,0.00252,0.00551,0.00363,0,0,14017,5,9,8.03E-07,108332.1977,66546,25,7
OR6V1,0.003722059,0.00211,0.00653,0.00352,0,0,14018,5,9,3.40E-07,118297.3818,66739,12,7
LAD1,0.00372156,0.00266,0.00521,0.00365,0,0,14019,5,9,1.12E-06,107469.2462,63336.3077,34,14
AADACL2,0.003716506,0.0027,0.00513,0.00365,0,0,14020,5,9,1.13E-06,116235.0607,66668.3077,37,10
FCHSD1,0.003715657,0.00296,0.00468,0.00369,0,0,14021,5,9,2.70E-06,96811.06818,52944,73,39
FAM47B,0.003713709,0.00237,0.00581,0.00359,0,0,14022,5,9,7.62E-07,84511.19048,47701.6667,19,4
C1orf174,0.00371336,0.00242,0.00569,0.0036,0,0,14023,5,9,6.53E-07,112619.8667,62882.8,21,13
KIF24,0.003712552,0.00301,0.0046,.,.,.,14024,5,9,2.69E-06,113648.8115,61598.6087,85,68
ZNF470,0.003703858,0.00272,0.00505,0.00365,0,0,14025,5,9,1.21E-06,117351.4713,66124.8333,40,27
C11orf48,0.003701342,0.00239,0.00573,0.00358,0,0,14026,5,9,6.73E-07,103407.1467,45532.8889,20,4
TAF1D,0.003698196,0.00244,0.00561,0.00359,0,0,14027,5,9,7.29E-07,105525.3532,66294.8,22,15
UBE2L6,0.003697945,0.00236,0.00579,0.00357,0,0,14028,5,9,5.86E-07,112335.908,66683,19,7
SPATA12,0.003697458,0.00192,0.00706,0.00343,0,0,14029,5,9,2.45E-07,117739.1091,66530,9,1
LRRC20,0.003695995,0.0021,0.00648,0.0035,0,0,14030,5,9,3.32E-07,120244.6058,66683,12,4
VAT1L,0.003694321,0.00255,0.00535,0.00361,0,0,14031,5,9,9.28E-07,104835.0046,50309.5,28,25
KLK1,0.003693739,0.0023,0.00593,0.00356,0,0,14032,5,9,5.10E-07,114438.4419,66077.3333,17,12
RDM1,0.003692968,0.00238,0.00572,0.00358,0,0,14033,5,9,5.79E-07,119913.0792,66505.6,20,7
EFCAB4B,0.00368818,0.00274,0.00497,0.00364,0,0,14034,5,9,1.71E-06,86989.62335,46376.6667,43,30
OR5K1,0.00368789,0.00191,0.00704,0.00342,0,0,14035,5,9,2.41E-07,119355.5692,66640.4,9,7
ZNF555,0.003685746,0.00285,0.00477,0.00365,0,0,14036,5,9,1.72E-06,118566.798,66423.625,58,33
OR52W1,0.003684824,0.00222,0.0061,0.00353,0,0,14037,5,9,4.22E-07,120490.2896,66698.5,15,5
LAX1,0.003681329,0.00262,0.00518,0.00361,0,0,14038,5,9,9.98E-07,115567.0227,66707.4545,33,19
TMEM175,0.003681049,0.00263,0.00515,0.00361,0,0,14039,5,9,1.08E-06,110192.4055,65591.3333,34,7
MS4A5,0.00368094,0.00222,0.00609,0.00352,0,0,14040,5,9,4.54E-07,111873.4909,66664,15,9
SEMA3G,0.003679861,0.00292,0.00464,0.00365,0,0,14041,5,9,2.30E-06,110919.3175,63971,72,18
NEK3,0.003679537,0.0027,0.00502,0.00362,0,0,14042,5,9,1.64E-06,83747.73561,41524.125,40,9
CCRL2,0.003678679,0.00209,0.00645,0.00348,0,0,14043,5,9,3.72E-07,106779.4506,66737.3333,12,12
MMRN1,0.003677828,0.00289,0.00469,0.00365,0,0,14044,5,9,1.95E-06,117550.8974,64854.08,65,29
EMR1,0.003677567,0.00292,0.00464,0.00365,0,0,14045,5,9,2.16E-06,116329.9958,64573.5455,71,29
TRIM42,0.003677532,0.00281,0.00483,0.00364,0,0,14046,5,9,1.52E-06,119340.34,65951.7,52,31
CBR3,0.003677471,0.00218,0.00619,0.00351,0,0,14047,5,9,4.21E-07,111788.2222,63206.5714,14,9
SPAM1,0.003676764,0.0026,0.0052,0.00361,0,0,14048,5,9,9.82E-07,113554.7133,66341.8,32,19
SLC38A6,0.003676056,0.00272,0.00497,0.00362,0,0,14049,5,9,1.45E-06,99697.1283,58488.1,42,13
PBK,0.003675573,0.00249,0.00544,0.00358,0,0,14050,5,9,7.50E-07,114325.9239,63449.75,25,17
TFB1M,0.00367441,0.00268,0.00505,0.00362,0,0,14051,5,9,1.11E-06,120254.8056,66540.8889,38,26
HYLS1,0.00367213,0.00263,0.00514,0.00361,0,0,14052,5,9,9.92E-07,119666.2062,66711.25,34,18
SYNGR4,0.003671186,0.00221,0.00607,0.00351,0,0,14053,5,9,4.34E-07,116702.9308,66124.8,15,12
PDYN,0.00366597,0.00203,0.00659,0.00345,0,0,14054,5,9,2.98E-07,120502.8889,65462.3333,11,8
ANKRD34B,0.003661157,0.00239,0.00561,0.00355,0,0,14055,5,9,6.06E-07,119587.9333,66484,21,4
IMPACT,0.003660553,0.00258,0.0052,0.00359,0,0,14056,5,9,9.19E-07,116800.1307,66258.5,31,15
C1orf189,0.003657153,0.00216,0.00616,0.00349,0,0,14057,5,9,3.88E-07,120588.7143,66524,14,6
COMT,0.003657086,0.00207,0.00642,0.00346,0,0,14058,5,9,4.22E-07,93539.08934,59763.2,12,5
OR13D1,0.00365046,0.00202,0.00656,0.00344,0,0,14059,5,9,3.01E-07,118760.5026,66708.6667,11,2
ZNF44,0.003649069,0.00271,0.00492,0.0036,0,0,14060,5,9,1.61E-06,91360.02642,65990,43,25
FBXO16,0.003649049,0.00255,0.00522,0.00357,0,0,14061,5,9,9.70E-07,106535.305,66405.0909,30,17
VN1R1,0.00364886,0.00207,0.0064,0.00345,0,1,14062,5,9,3.26E-07,120794,66728,12,0
TTC29,0.003648726,0.00263,0.00506,0.00359,0,0,14063,5,9,1.32E-06,94865.0625,48264,36,19
FAM9B,0.003644065,0.00202,0.00655,0.00343,0,0,14064,5,9,4.89E-07,72964.65537,42760.8571,11,3
CYP4F2,0.00364151,0.00268,0.00495,0.00359,0,0,14065,5,9,1.19E-06,120313.5153,66634.7059,41,10
KRTAP1-5,0.00364135,0.00196,0.00673,0.00341,0,0,14066,5,9,2.70E-07,118555.4615,66073,10,8
SSNA1,0.00364041,0.00173,0.00756,0.00331,0,0,14067,5,9,2.36E-07,89324.11852,42538,7,5
FAM221A,0.003638417,0.00244,0.00542,0.00354,0,0,14068,5,9,7.60E-07,106835.7762,66164.5,24,13
DDX55,0.003638208,0.00275,0.00482,0.00359,0,0,14069,5,9,1.49E-06,113058.4518,66478.3333,49,27
ANKDD1A,0.003638102,0.00278,0.00476,0.0036,0,0,14070,5,9,1.70E-06,107649.6566,64833.8095,53,20
TMEM234,0.003634927,0.00226,0.00584,0.0035,0,0,14071,5,9,5.87E-07,97773.16245,64792.3333,17,2
C11orf49,0.003633175,0.00264,0.00501,0.00357,0,0,14072,5,9,1.16E-06,110605.831,66213.3333,37,10
C11orf54,0.003632232,0.00242,0.00546,0.00353,0,0,14073,5,9,6.68E-07,118475.3869,66355,23,22
FOPNL,0.00363019,0.00234,0.00562,0.00352,0,0,14074,5,9,6.01E-07,113486.0406,66080.75,20,6
KRT39,0.003629365,0.00269,0.00491,0.00358,0,0,14075,5,9,1.22E-06,119926.5361,66580.7692,42,17
C12orf39,0.003628912,0.00237,0.00556,0.00352,0,0,14076,5,9,7.13E-07,100713.9732,52927,21,6
KCNRG,0.003627232,0.00215,0.00611,0.00346,0,0,14077,5,9,3.87E-07,119856.0455,66573.2,14,10
ZNF76,0.00362313,0.00274,0.0048,0.00358,0,0,14078,5,9,1.52E-06,110345.8393,64547.8095,49,11
DEFB116,0.003621985,0.00195,0.0067,0.00339,0,0,14079,5,9,2.64E-07,120552.5769,66651.3333,10,1
OR5J2,0.003620961,0.00194,0.00669,0.00339,0,0,14080,5,9,2.67E-07,119161.5862,66650.4,10,2
ZNF786,0.003619194,0.00265,0.00495,0.00356,0,0,14081,5,9,1.25E-06,108024.4632,60092.1538,39,14
CHRNA10,0.003618612,0.00248,0.00527,0.00353,0,0,14082,5,9,9.40E-07,97431.01639,66090.4444,27,8
TMEM176B,0.003617758,0.00241,0.00544,0.00352,0,0,14083,5,9,6.73E-07,117111.1351,65906.8,23,7
TRIM54,0.00361757,0.0025,0.00524,0.00354,0,0,14084,5,9,9.03E-07,105398.7339,58128.8889,28,13
LGALS9,0.003617423,0.00257,0.00509,0.00355,0,0,14085,5,9,9.59E-07,118100.0592,66643.4286,33,24
RNF10,0.003617386,0.00282,0.00464,0.00358,0,0,14086,5,9,1.87E-06,114691.4345,66109,62,56
SFTPD,0.003615852,0.00246,0.00531,0.00353,0,0,14087,5,9,7.51E-07,117038.8379,66665.3333,26,2
HEXA,0.00361066,0.00278,0.00469,0.00357,0,0,14088,5,9,1.66E-06,115900.7851,64178.7692,56,41
SNAPIN,0.003610634,0.00228,0.00572,0.00348,0,0,14089,5,9,5.37E-07,112853.7317,64453.7143,18,10
OR2A12,0.003609722,0.002,0.00649,0.0034,0,0,14090,5,9,2.97E-07,118918.8438,66719.5,11,6
CCDC33,0.003608266,0.00285,0.00458,0.00358,0,0,14091,5,9,2.20E-06,107073.4335,65848,68,27
CILP,0.003607698,0.00286,0.00456,0.00358,0,0,14092,5,9,2.03E-06,119575.6603,66071.4815,70,33
FANCD2OS,0.003607087,0.00187,0.00689,0.00335,0,0,14093,5,9,2.46E-07,114135.4849,65491.3333,9,8
PEX11A,0.003602811,0.00244,0.00533,0.00351,0,0,14094,5,9,7.40E-07,113460.3412,59344.75,25,16
RFPL4B,0.003602359,0.00217,0.00596,0.00345,0,0,14095,5,9,4.16E-07,119352.5091,66632,15,9
FAM217A,0.003600555,0.00262,0.00495,0.00354,0,0,14096,5,9,1.15E-06,113662.75,64913.8333,38,21
SH2D5,0.003600555,0.00245,0.00528,0.00351,0,0,14097,5,9,1.02E-06,85790.05164,47245.3333,26,3
EDDM3B,0.003600253,0.00213,0.00606,0.00344,0,0,14098,5,9,3.87E-07,118914.4786,66002,14,10
TM4SF20,0.003599798,0.00221,0.00586,0.00346,0,0,14099,5,9,4.44E-07,119849.6303,65908.75,16,15
TVP23A,0.003598316,0.00239,0.00541,0.0035,0,0,14100,5,9,8.25E-07,92913.84615,51044.8889,23,7
HACL1,0.003596992,0.00268,0.00483,0.00355,0,0,14101,5,9,1.34E-06,113552.5008,65636.2353,44,13
PROK1,0.00359504,0.00204,0.00631,0.0034,0,0,14102,5,9,3.22E-07,120371.3694,66688,12,4
SLC27A5,0.003594877,0.00272,0.00476,0.00355,0,0,14103,5,9,1.63E-06,102058.3298,55148.2857,49,14
XKR8,0.003594814,0.00245,0.00528,0.00351,0,0,14104,5,9,8.61E-07,101462.6852,63404.5,26,5
MTERFD3,0.00359291,0.00234,0.0055,0.00348,0,0,14105,5,9,5.92E-07,120052.0396,66626.25,21,7
TEKT5,0.003591619,0.00259,0.00498,0.00353,0,0,14106,5,9,1.04E-06,118455.4962,66284.5263,36,13
SCRN2,0.003590153,0.00257,0.00502,0.00353,0,0,14107,5,9,1.01E-06,114813.2732,65772,34,14
DTWD1,0.00358999,0.00232,0.00556,0.00348,0,0,14108,5,9,7.00E-07,96315.67364,65145.25,20,14
RAD51AP2,0.00358889,0.00278,0.00463,0.00355,0,0,14109,5,9,1.82E-06,110963.3953,62468,59,14
OR2M5,0.003587029,0.00204,0.00629,0.0034,0,0,14110,5,9,3.19E-07,121214.4041,66737.5,12,4
OR10J3,0.00358534,0.00193,0.00663,0.00335,0,0,14111,5,9,2.60E-07,121067.3756,66730.5,10,7
CCDC13,0.003584543,0.00283,0.00454,0.00355,0,0,14112,5,9,2.09E-06,113657.2827,66593.6,69,11
FGFBP1,0.00358287,0.00192,0.00662,0.00335,0,0,14113,5,9,2.66E-07,118248.2682,64696.8,10,5
SPINK14,0.003579175,0.00186,0.00683,0.00332,0,0,14114,5,9,2.69E-07,103494.0482,45166.6667,9,6
DEFB113,0.003578737,0.0016,0.00786,0.0032,0,0,14115,5,9,1.69E-07,101188.5833,39654,6,1
LST3,0.003578143,0.00274,0.00469,0.00354,0,0,14116,5,9,1.65E-06,109003.5418,60250,53,30
POMK,0.003577826,0.0024,0.00533,0.00348,0,0,14117,5,9,6.77E-07,120376.5041,66621.6667,24,15
SYTL3,0.003572554,0.00278,0.00459,0.00354,0,0,14118,5,9,1.97E-06,105656.1121,59158.7619,61,15
TCEB3B,0.003571459,0.00275,0.00465,0.00353,0,0,14119,5,9,1.55E-06,120417.9227,66384.7692,55,29
TRAP1,0.003570404,0.00282,0.00452,0.00354,0,0,14120,5,9,2.12E-06,111591.9913,64586.7692,69,40
MBD3L1,0.003569703,0.00192,0.0066,0.00334,0,0,14121,5,9,2.71E-07,115604.6783,66672,10,4
GPR84,0.003569236,0.0025,0.0051,0.0035,0,0,14122,5,9,8.42E-07,119932.9596,66533.4,30,11
TRPA1,0.003568973,0.00292,0.00437,0.00355,0,0,14123,5,9,2.87E-06,114728.5813,64639.5294,95,44
TMEM50B,0.003568797,0.00219,0.00581,0.00343,0,0,14124,5,9,4.94E-07,106746.0178,66561,16,1
NUF2,0.003568701,0.00267,0.00478,0.00352,0,0,14125,5,9,1.31E-06,117937.3776,66439.8,45,32
TAS2R39,0.003568611,0.00219,0.00581,0.00343,0,0,14126,5,9,4.42E-07,119297.8478,65691,16,9
TADA1,0.00356768,0.0025,0.0051,0.00349,0,0,14127,5,9,8.73E-07,115621.5448,66682.6667,30,26
MAN2B2,0.00356528,0.00289,0.00441,0.00354,0,0,14128,5,9,2.57E-06,114112.213,61942.8148,85,15
MAVS,0.003563989,0.00246,0.00516,0.00348,0,0,14129,5,9,8.39E-07,111681.4795,63470,28,19
DAK,0.003563538,0.0026,0.0049,0.00351,0,0,14130,5,9,1.12E-06,115467.4,65408,38,9
CCDC74B,0.003563098,0.00237,0.00536,0.00347,0,0,14131,5,9,8.22E-07,92288.3125,65302.8889,23,9
CDCP2,0.003562392,0.0023,0.00551,0.00345,0,0,14132,5,9,6.03E-07,110916.4759,63505.1667,20,11
ZNF157,0.003562138,0.00241,0.00527,0.00347,0,0,14133,5,9,1.04E-06,79772.64593,43767.3333,25,9
CSAD,0.003558679,0.00265,0.00478,0.00351,0,0,14134,5,9,1.42E-06,105981.0952,61149.6364,44,33
TAS2R16,0.003558066,0.00206,0.00611,0.00338,0,0,14135,5,9,3.56E-07,117674.5104,66388,13,2
PPA1,0.003556994,0.00247,0.00512,0.00348,0,0,14136,5,9,8.36E-07,116106.7566,66102.6667,29,26
F12,0.003556349,0.00269,0.00471,0.00351,0,0,14137,5,9,1.70E-06,96756.50829,55187.8182,49,38
NPNT,0.003553332,0.00274,0.00461,0.00352,0,0,14138,5,9,1.77E-06,108907.6234,65868,57,49
METTL21C,0.003552836,0.00224,0.00563,0.00343,0,0,14139,5,9,5.09E-07,117073.9231,66420.75,18,8
WFDC8,0.003551441,0.00242,0.00521,0.00347,0,0,14140,5,9,7.35E-07,119697.3224,66387.2727,26,9
C16orf91,0.003545554,0.00251,0.00501,0.00348,0,0,14141,5,9,9.86E-07,108900.233,62173.4,32,10
MMP21,0.003543051,0.00261,0.00481,0.00349,0,0,14142,5,9,1.23E-06,113157.7143,65653.5,41,31
RASSF1,0.003542895,0.00243,0.00516,0.00346,0,0,14143,5,9,8.97E-07,99863.44538,44325.8182,27,3
HAVCR1,0.003540815,0.00245,0.00513,0.00346,0,0,14144,5,9,8.07E-07,115319.8793,65939,28,2
FRG1,0.003540123,0.00233,0.00537,0.00344,0,0,14145,5,9,6.58E-07,111745.3585,65638.25,22,13
SNUPN,0.003538423,0.00256,0.00491,0.00348,0,0,14146,5,9,1.05E-06,115528.0736,66500.8571,36,24
MICAL1,0.003538328,0.00292,0.0043,.,.,.,14147,5,9,3.11E-06,112907.8587,64780,102,81
OR4D2,0.003537125,0.00205,0.00607,0.00336,0,0,14148,5,9,3.43E-07,121370.929,66739,13,2
NT5C3B,0.003535758,0.00244,0.00512,0.00346,0,0,14149,5,9,8.34E-07,111419.6392,62641.75,28,18
SMCO4,0.003531821,0.00131,0.00915,0.00297,0,0,14150,5,9,8.26E-08,118409.5294,66708.6667,4,2
ZMAT5,0.003530638,0.00239,0.00522,0.00344,0,0,14151,5,9,7.82E-07,105103.9902,48630.25,25,12
LRRC42,0.003530423,0.00258,0.00483,0.00348,0,0,14152,5,9,1.10E-06,119646.8807,64679.3846,39,32
SNAI3,0.003529722,0.00219,0.00567,0.0034,0,0,14153,5,9,5.08E-07,109559.6677,63600,17,6
TCEB2,0.003529091,0.00195,0.00634,0.00332,0,0,14154,5,9,3.56E-07,96830.78125,66732,11,11
PMVK,0.003529076,0.00219,0.00567,0.0034,0,0,14155,5,9,5.24E-07,106193.9804,60902.3333,17,15
DUSP27,0.003527832,0.00273,0.00457,0.00349,0,0,14156,5,9,1.86E-06,104759.8889,60012.0952,58,15
TMPRSS4,0.003527471,0.00257,0.00485,0.00347,0,0,14157,5,9,1.15E-06,111278.6235,62407.8333,38,10
CTSZ,0.00352741,0.00235,0.0053,0.00343,0,0,14158,5,9,6.85E-07,112091.1287,61281.3846,23,8
CYBA,0.003525221,0.00189,0.00652,0.0033,0,0,14159,5,9,4.77E-07,64792.45283,56867.5,10,6
CPA2,0.003523199,0.00258,0.00482,0.00347,0,0,14160,5,9,1.16E-06,113218.3886,66558.9231,39,25
OR14J1,0.003522322,0.00183,0.00673,0.00327,0,0,14161,5,9,2.38E-07,114942.355,63420,9,3
SYNE3,0.003521604,0.00283,0.00439,0.0035,0,0,14162,5,9,2.39E-06,112320.9617,64506.4615,79,13
C11orf83,0.003519134,0.00157,0.00773,0.00314,0,0,14163,5,9,1.61E-07,104177.8654,58601.5,6,2
KIF2B,0.003519051,0.00252,0.00492,0.00346,0,0,14164,5,9,9.45E-07,120188.8176,66500.5556,34,16
SLC22A4,0.003515285,0.00259,0.00477,0.00346,0,0,14165,5,9,1.23E-06,112243.1488,60712,41,8
RANBP3L,0.003513587,0.00269,0.00459,0.00348,0,0,14166,5,9,1.59E-06,113194.7075,66359,54,11
NRDE2,0.003513219,0.00288,0.00429,0.00349,0,0,14167,5,9,2.78E-06,119074.6604,66320.7619,97,32
BAALC,0.003512857,0.00194,0.00632,0.00331,0,0,14168,5,9,4.34E-07,79035.03226,65348.8,11,3
CHRNA5,0.003510123,0.00239,0.00515,0.00343,0,0,14169,5,9,7.31E-07,118910.6568,65490.5714,26,4
TBATA,0.003509016,0.00237,0.00519,0.00342,0,0,14170,5,9,7.53E-07,108447.8968,63641,25,13
TMEM154,0.003508832,0.00208,0.00591,0.00335,0,0,14171,5,9,4.48E-07,99966.86275,58052.3333,14,2
RNASE3,0.003507692,0.00199,0.00615,0.00332,0,0,14172,5,9,3.15E-07,119855.6444,66737.2,12,9
KLHL38,0.003507483,0.00244,0.00505,0.00343,0,0,14173,5,9,8.01E-07,119417.565,66248.75,29,24
TMEM243,0.003507467,0.00208,0.00591,0.00335,0,0,14174,5,9,3.95E-07,113333.4831,64305.1429,14,11
PMFBP1,0.003507267,0.00289,0.00427,0.00349,0,0,14175,5,9,2.93E-06,117570.8516,66335.2778,101,39
SERPINA4,0.003505813,0.00233,0.00527,0.00341,0,0,14176,5,9,6.55E-07,116483.0025,66447.6,23,10
MRPS33,0.003504896,0.00207,0.0059,0.00334,0,0,14177,5,9,3.69E-07,121224.9273,66728,14,10
TRPM5,0.003501079,0.00275,0.00447,0.00347,0,0,14178,5,9,2.66E-06,81887.90111,45683.8333,65,34
PADI4,0.003500856,0.00266,0.00461,0.00346,0,0,14179,5,9,1.55E-06,108900.5129,61123.7333,51,7
GHDC,0.003500086,0.00259,0.00474,0.00345,0,0,14180,5,9,1.44E-06,95316.8,45582.4,42,9
NTPCR,0.003499855,0.00207,0.00589,0.00334,0,0,14181,5,9,4.31E-07,103628.5581,51328.3333,14,6
GLYCTK,0.003498966,0.00226,0.00542,0.00339,0,0,14182,5,9,6.66E-07,98566.73783,59178.1667,20,5
TMEM44,0.003498895,0.00245,0.005,0.00343,0,0,14183,5,9,1.22E-06,81071.6639,53299.1667,30,6
ADORA3,0.003494868,0.00234,0.00521,0.0034,0,0,14184,5,9,6.84E-07,116293.7177,66233.2,24,14
PCID2,0.003494523,0.00267,0.00458,0.00346,0,0,14185,5,9,1.54E-06,113938.2674,66690.7143,53,15
SFTPA2,0.003494021,0.00223,0.00547,0.00338,0,0,14186,5,9,5.55E-07,111810.8085,66737,19,9
OGFOD2,0.003490532,0.0023,0.0053,0.00339,0,0,14187,5,9,7.03E-07,103075.3271,58407.6,22,12
CAV1,0.003489023,0.00193,0.00627,0.00329,0,0,14188,5,9,3.04E-07,112009.2,66620.6667,11,9
DNLZ,0.003487335,0.00181,0.00666,0.00324,0,1,14189,5,9,2.93E-07,92350.4,60763.3333,9,0
ZCWPW2,0.003487308,0.00236,0.00516,0.0034,0,0,14190,5,9,8.29E-07,97863.78917,64478.75,25,18
SCUBE2,0.003484884,0.00286,0.00426,0.00347,0,0,14191,5,9,2.77E-06,117258.9318,63876.1739,96,32
ESR2,0.003480077,0.00255,0.00476,0.00343,0,0,14192,5,9,1.14E-06,113747.8235,65969.3846,39,24
COASY,0.003479087,0.00265,0.00457,0.00344,0,0,14193,5,9,1.46E-06,117243.353,66348.8571,52,11
CLEC4E,0.003478424,0.00225,0.00538,0.00337,0,0,14194,5,9,5.47E-07,119277.4463,66508,20,12
LIPE,0.003476131,0.00274,0.00441,0.00345,0,0,14195,5,9,2.13E-06,106404.013,65914.875,68,22
ELMOD3,0.00347598,0.00252,0.0048,0.00342,0,0,14196,5,9,1.08E-06,113484.0742,66321.25,37,12
GPR137B,0.003474119,0.0025,0.00484,0.00341,0,0,14197,5,9,1.03E-06,112181.2059,66242.6667,35,27
C14orf79,0.003473707,0.00237,0.0051,0.00339,0,0,14198,5,9,7.43E-07,113417.6667,65640,26,15
KLHL25,0.003472953,0.00229,0.00527,0.00337,0,0,14199,5,9,6.11E-07,117976.9206,65681.3333,22,12
ATP5S,0.003467709,0.00219,0.00549,0.00335,0,0,14200,5,9,5.44E-07,106802.2153,66503.7143,18,3
GLYAT,0.003467632,0.00226,0.00531,0.00336,0,0,14201,5,9,5.78E-07,118515.3262,66293.4286,21,12
CD300LF,0.003463878,0.00232,0.00516,0.00337,0,0,14202,5,9,7.04E-07,111955.1879,66562,24,8
UGT1A4,0.003462611,0.00248,0.00485,0.0034,0,0,14203,5,9,9.30E-07,120093.4042,66613.7778,34,8
KEL,0.003461776,0.00281,0.00428,0.00344,0,0,14204,5,9,2.52E-06,114278.3333,61431.9259,86,40
SMCP,0.003460565,0.0018,0.00661,0.00321,0,0,14205,5,9,2.25E-07,119248.6591,66628,9,0
NPL,0.003460389,0.00236,0.00508,0.00338,0,0,14206,5,9,7.71E-07,108858.0155,66610,26,19
NDUFAF2,0.003458836,0.00223,0.00535,0.00335,0,0,14207,5,9,6.00E-07,108104.4633,60827.3333,20,11
WDR83OS,0.003458784,0.0018,0.00661,0.00321,0,0,14208,5,9,2.56E-07,104749.2258,65888.6667,9,1
ALG8,0.0034587,0.00266,0.00451,0.00342,0,0,14209,5,9,1.81E-06,99724.45643,63444,55,23
